series,rating_avg,genres,pages,publication_type,publication_info,author_books,author_followers
False,3.76,"Fiction,Japanese Literature,Japan,Contemporary,Asian Literature,Literature,Science Fiction",311 pages, Hardcover,"First published January 1, 1982",10,31
True,3.82,"Menage,Science Fiction,M F M,Science Fiction Romance,Futuristic",122 pages, ebook,"First published January 25, 2012",160,254
True,3.85,"Fantasy,Fiction,Fairy Tales,Romance,Young Adult,Retellings,Science Fiction Fantasy",262 pages, Mass Market Paperback,"First published July 1, 1996",112,2636
False,4.06,"Fiction,Historical Fiction,Asia,Literary Fiction,Contemporary,Literature,Audiobook",443 pages, Hardcover,"First published January 10, 2012",13,1061
True,4.27,"Fantasy,German Literature,Young Adult,Romance,Science Fiction,Urban Fantasy,Fiction",13 pages, Audiobook,"First published August 31, 2022",5,140
False,3.6,"Fiction,Romance",448 pages, Mass Market Paperback,"First published January 1, 2003",36,40
True,4.01,"Mystery,Adventure,Middle Grade,Fiction,Young Adult,Childrens,Fantasy",168 pages, Paperback,"First published August 11, 2009",68,1586
False,4.12,"Thriller,Mystery,Mystery Thriller,Fiction,Audiobook,Suspense,Crime",416 pages, Hardcover,"First published July 22, 2021",48,63.5k
False,3.83,"Picture Books,Childrens,Historical Fiction,Environment,Realistic Fiction,Humor,Fiction",40 pages, Hardcover,"First published January 1, 2010",75,81
True,4.34,"Paranormal,Urban Fantasy,Romance,Fantasy,Paranormal Romance,Mystery,Demons",326 pages, Hardcover,"First published May 20, 2014",62,16k
False,3.7,"Young Adult,Contemporary,Mystery,Fiction,Crime,Thriller,Mystery Thriller",272 pages, Paperback,"First published January 14, 2021",6,35
False,3.79,"Fiction,Magical Realism,Literary Fiction,Fantasy,Contemporary,Audiobook,African American",342 pages, Hardcover,"First published April 6, 2021",8,939
False,3.36,"Fiction,Mystery,Contemporary,Mystery Thriller,Audiobook,Thriller,Literary Fiction",303 pages, Hardcover,"First published February 1, 2022",19,315
True,3.33,"Journalism,Biography",292 pages, Hardcover,"First published January 1, 2007",5,2
True,4.46,"Science Fiction,Young Adult,Romance,Fantasy,Fiction,Audiobook,Space",618 pages, Hardcover,"First published March 13, 2018",34,13k
False,3.21,"Romance,Fiction,Chick Lit,France,Adult Fiction,Mystery,Travel",352 pages, Mass Market Paperback,"First published July 1, 2001",81,550
True,3.93,"Mystery,Fiction,Italy,Crime,Audiobook,Thriller,Detective",303 pages, Paperback,"First published January 1, 1999",121,2564
True,3.93,"Childrens,Fantasy,Fiction,Chapter Books,Adventure,Historical Fiction,Middle Grade",71 pages, Paperback,"First published January 1, 1998",894,2275
False,3.8,"Nonfiction,Audiobook,Self Help,Memoir,Essays,Humor,Adult",52 pages, Kindle Edition,"First published April 3, 2018",8,7590
False,4.16,"Humor,Comedy,Nonfiction",154 pages, Kindle Edition,"First published May 24, 2014",25,310
False,4.39,,242 pages, Paperback,"First published May 25, 2011",5,2
False,3.73,"Short Stories,Fiction,Fantasy,Magical Realism,Audiobook,Literary Fiction,Contemporary",240 pages, Paperback,"First published September 13, 2023",59,10.8k
True,4.39,"Paranormal,Vampires,Urban Fantasy,Romance,Paranormal Romance,Fantasy,Adult",285 pages, Kindle Edition,"First published September 10, 2013",76,5960
False,4.38,"History,Nonfiction",576 pages, Hardcover,"First published January 1, 2010",2,1
False,3.39,"Christmas,Mystery,Historical Fiction,Fiction,Holiday,Audiobook,Historical Mystery",192 pages, Hardcover,"First published January 1, 2003",447,3203
True,3.86,"Romance,Contemporary,Contemporary Romance,Drama,Chick Lit,Erotica,Adult",276 pages, ebook,"First published May 22, 2017",48,2240
False,4.1,"Mystery,Fiction,Thriller,Crime,Mystery Thriller,Horses,Suspense",306 pages, Hardcover,"First published January 1, 1982",589,1137
True,4.11,"Mystery,Thriller,Crime,Fiction,Mystery Thriller,Suspense,Audiobook",349 pages, Hardcover,"First published August 1, 2008",190,18.5k
False,4.22,"Nonfiction,Science,True Crime,Crime,Death,Anthropology,Medical",320 pages, Paperback,"First published October 27, 2003",12,290
False,4.06,"Picture Books,Poetry,Childrens,Earth,Nature",Library Binding,Library Binding,"First published January 1, 2000",49,12
True,3.74,"Fantasy,Young Adult,Fiction,Young Adult Fantasy,LGBT,Magic,Romance",384 pages, Hardcover,"First published January 4, 2022",3,329
True,3.9,"Fantasy,Young Adult,Romance,Magic,Young Adult Fantasy,High Fantasy,Fiction",449 pages, Hardcover,"First published September 15, 2013",37,6705
True,3.95,"Short Stories,Poetry,Fiction,Literature,The United States Of America",15 pages, html,"First published December 7, 2006",53,2375
True,4.44,"Suspense,Christian Fiction,Romance,Romantic Suspense,Mystery,Fiction,Contemporary",352 pages, Paperback,"First published October 1, 2023",127,1197
True,4.11,"Mystery,Fiction,Thriller,Crime,Mystery Thriller,Audiobook,Suspense",416 pages, Hardcover,"First published April 21, 2015",339,118k
False,3.75,"Fiction,Historical Fiction,Coming Of Age,Adult Fiction,Young Adult,Adult,Audiobook",267 pages, Hardcover,"First published June 11, 2013",19,10.2k
True,3.99,"M M Romance,Romance,Military Fiction,Contemporary,LGBT,Contemporary Romance,Fiction",310 pages, Mass Market Paperback,"First published April 10, 2017",97,3442
False,3.74,"Fantasy,Short Stories,Childrens,Young Adult,Anthologies,Magic,Middle Grade",156 pages, Library Binding,"First published January 1, 1984",118,10.8k
False,3.76,"Horror,Fiction,Thriller,Pulp,Novels,Demons,Supernatural",509 pages, Paperback,"First published January 1, 1985",97,151
True,3.96,"Fantasy,Science Fiction,Fiction,Science Fiction Fantasy,Magic,Young Adult,Adventure",336 pages, Mass Market Paperback,"First published January 1, 1981",611,4034
False,4.33,"Horror,Classics,Short Stories,Fiction,Graphic Novels,Mystery,Young Adult",135 pages, Hardcover,"Published September 1, 2004",9421,25.5k
True,4.04,"Vampires,Young Adult,Paranormal,Fantasy,Urban Fantasy,Romance,Supernatural",248 pages, Mass Market Paperback,"First published April 3, 2007",234,18.4k
False,3.75,"Romance,Contemporary,Contemporary Romance,Fiction,Harlequin,Love Story,Romantic Suspense",251 pages, Mass Market Paperback,"First published January 1, 1989",414,6753
False,3.81,"Nonfiction,Nature,Birds,Animals,Natural History,Science,Wildlife",344 pages, Hardcover,"First published February 8, 2018",12,43
True,3.94,"Mystery,Fiction,Cozy Mystery,Humor,Audiobook,Crime,Mystery Thriller",192 pages, Paperback,"First published July 1, 1981",113,239
True,4.15,"Science Fiction,Fiction,Thriller,Dystopia,Post Apocalyptic,Audiobook,Aliens",472 pages, Kindle Edition,"First published February 26, 2019",28,5046
True,3.83,"Romance,Fiction,Erotica,BDSM,Adult,Contemporary,Contemporary Romance",532 pages, Paperback,"First published September 13, 2011",54,56.9k
False,3.8,"Fairy Tales,Fantasy,Picture Books,Short Stories,Cultural,Middle Grade,Fairy Tale Retellings",192 pages, Hardcover,"First published May 2, 2005",17,18
True,4.29,"Mystery,Fiction,Thriller,Westerns,Crime,Audiobook,Suspense",320 pages, Hardcover,"First published May 20, 2008",105,5890
True,3.6,"Mystery,Fiction,British Literature,Crime,Mystery Thriller,Detective,Audiobook",391 pages, Paperback,"First published February 21, 2006",136,1327
True,4.19,"Picture Books,Childrens,Animals,Fiction,Humor,School,Kids",32 pages, Paperback,"First published January 1, 1980",41,16
False,4.03,"Science Fiction,Fiction,Space Opera,Science Fiction Fantasy,Space,Fantasy,Speculative Fiction",434 pages, Paperback,"First published October 1, 2004",59,5768
True,3.49,"Young Adult,Witches,Magic,Fantasy,Paranormal,Death,Supernatural",320 pages, Mass Market Paperback,"First published July 6, 2004",156,151
False,3.86,"History,Nonfiction,Sports",400 pages, Paperback,"First published April 7, 2007",60,12
True,4.03,"Fantasy,Science Fiction,Fiction,Cyberpunk,Science Fiction Fantasy,Adventure,Speculative Fiction",675 pages, Mass Market Paperback,"First published January 1, 1998",329,6952
True,3.88,"Feminism,Japan,Nonfiction,Japanese Literature,Biography,Asian Literature,Japanese History",432 pages, Paperback,"First published September 22, 2006",3,6
True,3.75,"Mystery,Fiction,Cozy Mystery,Crime,Audiobook,Mystery Thriller,Romance",168 pages, Hardcover,"First published November 1, 1992",278,35.8k
True,3.46,"Paranormal Romance,Romance,Mythology,Fantasy,Greek Mythology,Paranormal,Contemporary Romance",330 pages, Paperback,"First published February 20, 2012",6,236
False,3.77,"Short Stories,Fiction,Ireland,Irish Literature,Literary Fiction,Literature,Audiobook",288 pages, Hardcover,"First published January 1, 2006",195,3486
True,4.17,"Crime,Mystery,Fiction,Thriller,Scotland,Detective,Audiobook",594 pages, Hardcover,"First published February 2, 2007",71,2429
True,4.44,"Reverse Harem,Fantasy,Paranormal,Romance,Fae,Vampires,Shapeshifters",562 pages, Kindle Edition,"First published March 29, 2020",86,16k
False,3.85,"Young Adult,Adventure,Fiction,Mystery,Horror,Fantasy,Childrens",264 pages, Hardcover,"First published January 1, 1987",446,341
True,4.2,"Mystery,Thriller,Fiction,Mystery Thriller,Suspense,Romance,Adult",369 pages, Kindle Edition,"First published February 4, 2020",265,31.4k
True,3.7,"Mystery,Fiction",339 pages, Hardcover,"First published January 1, 1999",6,5
False,4.3,"Fiction,Historical Fiction,Holocaust,Historical,Contemporary,World War II,Adult Fiction",461 pages, Hardcover,"First published February 26, 2013",107,80.1k
True,4.18,"Historical Romance,Romance,Historical,Historical Fiction,Regency,Fiction,Adult",444 pages, Mass Market Paperback,"First published April 27, 2004",157,6880
True,4.12,"Romance,Romantic Suspense,Paranormal,Suspense,Mystery,Thriller,Contemporary Romance",400 pages, Mass Market Paperback,"First published October 25, 2005",323,2487
False,4.42,"Short Stories,Fiction,Ireland,Horror,Irish Literature",173 pages, Kindle Edition,"First published November 1, 2023",4,273
False,3.97,"Young Adult,Fiction,Contemporary,Romance,Realistic Fiction,Coming Of Age,Teen",221 pages, Paperback,"First published March 3, 2005",211,305k
False,4.09,"Young Adult,Contemporary,LGBT,Fiction,Realistic Fiction,Queer,Audiobook",361 pages, Hardcover,"First published April 10, 2018",5,408
False,4.03,"Science Fiction,Fiction,Fantasy,Time Travel,Historical Fiction,Audiobook,Adult",405 pages, Paperback,"First published April 8, 2014",23,3643
True,3.67,"Nonfiction,Film,Reference",256 pages, Paperback,"First published December 1, 2004",16,9
True,4.05,"Fantasy,Young Adult,Romance,Young Adult Fantasy,Magic,Fiction,Adventure",416 pages, Hardcover,"First published September 12, 2017",8,2029
False,3.73,"Fiction,Romance,Mystery,France,Contemporary,Travel,Audiobook",310 pages, Hardcover,"First published April 5, 2022",12,765
False,3.9,"Romance,Contemporary,Contemporary Romance,Adult,New Adult,Dark,BDSM",452 pages, Kindle Edition,"First published January 12, 2023",59,48.3k
True,3.54,"Romance,Fiction,Harlequin",192 pages, Mass Market Paperback,"First published November 1, 1998",165,38
False,4.22,"History,Nonfiction,Biography,World War II,Asia",Paperback,Paperback,"First published January 1, 2005",24,63
False,3.3,"Fiction,Fantasy,Romance,Contemporary,Magical Realism,Literary Fiction,Adult",270 pages, Hardcover,"First published May 1, 2018",17,4552
True,4.11,"Romance,Contemporary Romance,Contemporary,New Adult,Adult,Audiobook,Humor",261 pages, ebook,"First published June 15, 2017",51,6134
False,3.87,"Fiction,Thriller,Mystery,Suspense,Mystery Thriller,Crime,Espionage",640 pages, Paperback,"First published February 1, 1981",175,6790
True,3.73,"Fantasy,Mystery,Paranormal,Urban Fantasy,Fiction,Vampires,Supernatural",305 pages, Hardcover,"First published January 1, 2014",278,35.8k
True,3.97,"Romance,Young Adult,Contemporary,Fiction,Young Adult Contemporary,Realistic Fiction,Chick Lit",394 pages, Hardcover,"First published June 14, 2012",4,5826
True,3.29,"Fantasy,Young Adult,LGBT,Queer,Fiction,Urban Fantasy,Young Adult Fantasy",368 pages, Paperback,"First published January 14, 2020",22,34k
True,3.97,"Romance,Young Adult,Contemporary,Fiction,Chick Lit,Realistic Fiction,Contemporary Romance",372 pages, Hardcover,"First published December 2, 2010",12,27.1k
False,3.76,"Horror,Paranormal,Fiction,Fantasy,Ghosts,Mystery,Supernatural",324 pages, Hardcover,"First published March 28, 2008",11,38
True,4.0,"Fantasy,Young Adult,Middle Grade,Fiction,Romance,Childrens,Fairy Tales",336 pages, Hardcover,"First published August 21, 2012",143,13.3k
True,3.67,"Mystery,Fiction,Italy",315 pages, Paperback,"First published May 1, 1993",13,16
False,3.95,"Fiction,Africa,Contemporary,Literary Fiction,Novels,Literature,Historical Fiction",320 pages, ebook,"First published September 2, 1990",59,1992
True,4.27,"Mystery,Fiction,Thriller,Audiobook,Crime,Mystery Thriller,Suspense",309 pages, Hardcover,"First published May 6, 2017",81,1992
True,3.53,"Young Adult,Fiction,Childrens,Boarding School",Paperback,Paperback,"First published January 1, 1984",61,21
False,4.49,"Nonfiction,History,Memoir,Race,Biography,Social Justice,Biography Memoir",304 pages, Hardcover,"First published April 27, 2021",1,book47
True,4.19,"Mystery,Fiction,Thriller,Crime,Mystery Thriller,Suspense,Detective",481 pages, Mass Market Paperback,"First published May 10, 2005",211,8664
True,3.95,"BDSM,Erotica,Romance,Contemporary,Adult,Erotic Romance,Contemporary Romance",260 pages, Kindle Edition,"First published February 7, 2014",16,1008
True,4.14,"Fantasy,LGBT,M M Romance,Fiction,Queer,Romance,High Fantasy",540 pages, Mass Market Paperback,"First published July 6, 1999",64,2704
False,4.17,"Poetry,Fiction,Short Stories,Literature,Adult,Native Americans,Contemporary",84 pages, Paperback,"First published January 1, 1991",130,6276
True,3.95,"Fantasy,Young Adult,Fae,Urban Fantasy,Paranormal,Magic,Fiction",336 pages, Kindle Edition,"First published August 7, 2012",9,227
True,4.11,"Thriller,Mystery,Fiction,Suspense,Mystery Thriller,Crime,Audiobook",560 pages, Hardcover,"First published August 2, 2011",156,12k
False,3.32,"Paranormal,Young Adult",224 pages, Paperback,"First published January 1, 1988",30,284
False,3.84,"Economics,Nonfiction,Politics,Business,Finance,Society,History",434 pages, Hardcover,"First published January 1, 2019",31,729
True,3.83,"Steampunk,Young Adult,Fantasy,Historical Fiction,Paranormal,Fiction,Vampires",307 pages, Hardcover,"First published February 5, 2013",57,15.1k
True,4.33,"Paranormal,Urban Fantasy,Fantasy,Romance,Paranormal Romance,Mystery,Ghosts",326 pages, Hardcover,"First published January 12, 2016",62,16k
True,4.06,"Mystery,Thriller,Fiction,Crime,Mystery Thriller,Suspense,Detective",416 pages, Paperback,"First published June 26, 2006",363,10.4k
True,4.12,"Paranormal Romance,Paranormal,Romance,Time Travel,Fantasy,Magic,Urban Fantasy",361 pages, Mass Market Paperback,"First published May 20, 2012",271,4436
False,3.48,"Horror,Fiction,Fantasy,Thriller,Science Fiction,Mystery,Supernatural",356 pages, Hardcover,"First published January 1, 2002",2508,841k
True,4.24,"Nonfiction,Games,Sports,Reference,Chess,Business,Gaming",381 pages, Paperback,"First published December 1, 2004",40,41
False,3.65,"Historical Fiction,Fiction,Historical,American,Suspense,Mystery,Victorian",418 pages, Paperback,"First published January 1, 2009",35,608
True,4.17,"Romance,New Adult,Sports,Contemporary,Sports Romance,Contemporary Romance,College",260 pages, Paperback,"First published April 26, 2015",27,5341
False,3.34,"Mystery,Fiction,Romance,Romantic,Romantic Suspense",355 pages, Mass Market Paperback,"First published October 1, 2001",343,132
False,4.17,"Plays,German Literature,Germany",37 pages, Paperback,"First published November 30, 1998",166,916
True,3.41,"Mystery,Fiction,Historical Fiction,Thriller,Historical,Crime,Mystery Thriller",424 pages, Mass Market Paperback,"First published February 4, 2003",29,1349
True,4.36,"Urban Fantasy,Fantasy,Fae,Paranormal,Fiction,Magic,Mystery",368 pages, Hardcover,"First published September 5, 2017",476,16k
False,3.77,"Romance,Romantic Suspense,Suspense,Contemporary,Contemporary Romance,Fiction,Mystery",367 pages, Hardcover,"First published July 7, 2009",277,6853
False,3.73,"Middle Grade,Fantasy,German Literature,Roman,Childrens,Young Adult",464 pages, Hardcover,"First published October 1, 2006",131,272
